concert_name,concert_date,concert_time,artist,venue,venue_address,cost, created_at,updated_at
Boston Symphony Tanglewood (K) presents,"Sunday, August 27, 2017",2:30 PM,"Andris Nelsons, conductor","Koussevitzky Music Shed, Lenox",Lenox,0,"2017-07-18 16:43:38.187476","2017-07-18 16:43:38.187476"
Electric Earth Concerts presents,"Sunday, August 20, 2017",4:00 PM,Borromeo String Quartet,"Koussevitzky Music Shed, Various NH locations","MIT, Cambridge",0,"2017-07-18 16:43:38.187476","2017-07-18 16:43:38.187476"
Mercury Orchestra (K) presents,"Saturday, August 12, 2017",8:00 PM,Mercury Orchestra,"Kresge Auditorium, MIT, Cambridge",,0,"2017-07-18 16:43:38.187476","2017-07-18 16:43:38.187476"
Metropolitan Wind Symphony presents,"Thursday, July 13, 2017",7:30 PM,MetWinds Band Concerts in the Park,National Heritage Museum,"33 Marrett Road, Lexington, MA",0,"2017-07-18 16:43:38.187476","2017-07-18 16:43:38.187476"
Metropolitan Wind Symphony presents,"Thursday, July 27, 2017",7:30 PM,MetWinds Band Concerts in the Park,National Heritage Museum,"33 Marrett Road, Lexington, MA",0,"2017-07-18 16:43:38.187476","2017-07-18 16:43:38.187476"
Metropolitan Wind Symphony presents,"Thursday, July 20, 2017",7:30 PM,MetWinds Band Concerts in the Park,"National Heritage Museum, 33 Marrett Road, Lexington, MA, Lexington",,0,"2017-07-18 16:43:38.187476","2017-07-18 16:43:38.187476"
Foundation for Chinese Performing Arts presents,"Monday, July 24, 2017",7:30 PM,"Yinfei Wang ?????????, pianist","Orchard Cove Senior Community, One Del Pond Dr., Canton",,5,"2017-07-18 16:43:38.187476","2017-07-18 16:43:38.187476"
Aston Magna (SJP) presents,"Saturday, July 15, 2017",6:00 PM,Chamber Music,Saint James Place,"352 Main Street, Great Barrington",45,"2017-07-18 16:43:38.187476","2017-07-18 16:43:38.187476"
Electric Earth Concerts presents,"Saturday, July 15, 2017",7:30 PM,Serenade,Saint James Place,"352 Main Street, Great Barrington",0,"2017-07-18 16:43:38.187476","2017-07-18 16:43:38.187476"
Mercury Orchestra presents,"Saturday, July 15, 2017",8:00 PM,Mercury Orchestra,Sanders Theatre,"45 Quincy Street, Cambridge",0,"2017-07-18 16:43:38.187476","2017-07-18 16:43:38.187476"
Boston Symphony Tanglewood (SOH) presents,"Monday, July 17, 2017",8:00 PM,Tanglewood Music Center Orchestra,"Seiji Ozawa Hall, Lenox",Lenox,0,"2017-07-18 16:43:38.187476","2017-07-18 16:43:38.187476"
Boston Symphony Tanglewood (SOH) presents,"Wednesday, July 19, 2017",8:00 PM,Emerson String Quartet,"Seiji Ozawa Hall, Lenox",Lenox,0,"2017-07-18 16:43:38.187476","2017-07-18 16:43:38.187476"
Boston Symphony Tanglewood (SOH) presents,"Thursday, July 20, 2017",8:00 PM,Emerson String Quartet,"Seiji Ozawa Hall, Lenox",Lenox,0,"2017-07-18 16:43:38.187476","2017-07-18 16:43:38.187476"
Boston Symphony Tanglewood (SOH) presents,"Monday, July 24, 2017",8:00 PM,Tanglewood Music Center Orchestra,"Seiji Ozawa Hall, Lenox",Lenox,0,"2017-07-18 16:43:38.187476","2017-07-18 16:43:38.187476"
Boston Symphony Tanglewood (SOH) presents,"Wednesday, July 26, 2017",8:00 PM,Chamber Music,"Seiji Ozawa Hall, Lenox",Lenox,0,"2017-07-18 16:43:38.187476","2017-07-18 16:43:38.187476"
Boston Symphony Tanglewood (SOH) presents,"Thursday, July 27, 2017",8:00 PM,"Pierre-Laurent Aimard, piano","Seiji Ozawa Hall, Lenox",Lenox,0,"2017-07-18 16:43:38.187476","2017-07-18 16:43:38.187476"
Boston Symphony Tanglewood (SOH) presents,"Sunday, July 30, 2017",2:30 PM,Young Artists Wind Ensemble,"Seiji Ozawa Hall, Lenox",Lenox,0,"2017-07-18 16:43:38.187476","2017-07-18 16:43:38.187476"
Boston Symphony Tanglewood (SOH) presents,"Thursday, August 3, 2017",8:00 PM,Schubert&#8217;s Summer Journey,"Seiji Ozawa Hall, Lenox",Lenox,0,"2017-07-18 16:43:38.187476","2017-07-18 16:43:38.187476"
Boston Symphony Tanglewood (SOH) presents,"Tuesday, August 8, 2017",8:00 PM,"Garrick Ohlsson, piano","Seiji Ozawa Hall, Lenox",Lenox,0,"2017-07-18 16:43:38.187476","2017-07-18 16:43:38.187476"
Boston Symphony Tanglewood (SOH) presents,"Wednesday, August 9, 2017",8:00 PM,Handel and Haydn Society,"Seiji Ozawa Hall, Lenox",Lenox,0,"2017-07-18 16:43:38.187476","2017-07-18 16:43:38.187476"
